id,b,c,v,t
26012008,26,12,8,"In the morning came the word of Yahweh to me, saying,"
26012009,26,12,9,"Son of man, has not the house of Israel, the rebellious house, said to you, What do you?"
26012010,26,12,10,"Say you to them, Thus says the Lord Yahweh: This burden [concerns] the prince in Jerusalem, and all the house of Israel among whom they are."
26012011,26,12,11,"Say, I am your sign: like as I have done, so shall it be done to them; they shall go into exile, into captivity."
26012012,26,12,12,"The prince who is among them shall bear on his shoulder in the dark, and shall go forth: they shall dig through the wall to carry out thereby: he shall cover his face, because he shall not see the land with his eyes."
26012013,26,12,13,"My net also will I spread on him, and he shall be taken in my snare; and I will bring him to Babylon to the land of the Chaldeans; yet shall he not see it, though he shall die there."
26012014,26,12,14,"I will scatter toward every wind all who are round about him to help him, and all his bands; and I will draw out the sword after them."
26012015,26,12,15,"They shall know that I am Yahweh, when I shall disperse them among the nations, and scatter them through the countries."
26012016,26,12,16,"But I will leave a few men of them from the sword, from the famine, and from the pestilence; that they may declare all their abominations among the nations where they come; and they shall know that I am Yahweh."
26012017,26,12,17,"Moreover the word of Yahweh came to me, saying,"
26012018,26,12,18,"Son of man, eat your bread with quaking, and drink your water with trembling and with fearfulness;"
26012019,26,12,19,"and tell the people of the land, Thus says the Lord Yahweh concerning the inhabitants of Jerusalem, and the land of Israel: They shall eat their bread with fearfulness, and drink their water in dismay, that her land may be desolate, [and despoiled] of all that is therein, because of the violence of all those who dwell therein."
26012020,26,12,20,"The cities that are inhabited shall be laid waste, and the land shall be a desolation; and you shall know that I am Yahweh."
26012021,26,12,21,"The word of Yahweh came to me, saying,"
26012022,26,12,22,"Son of man, what is this proverb that you have in the land of Israel, saying, The days are prolonged, and every vision fails?"
26012023,26,12,23,"Tell them therefore, Thus says the Lord Yahweh: I will make this proverb to cease, and they shall no more use it as a proverb in Israel; but tell them, The days are at hand, and the fulfillment of every vision."
26012024,26,12,24,For there shall be no more any false vision nor flattering divination within the house of Israel.
26012025,26,12,25,"For I am Yahweh; I will speak, and the word that I shall speak shall be performed; it shall be no more deferred: for in your days, rebellious house, will I speak the word, and will perform it, says the Lord Yahweh."
26012026,26,12,26,"Again the word of Yahweh came to me, saying,"
26012027,26,12,27,"Son of man, behold, they of the house of Israel say, The vision that he sees is for many day to come, and he prophesies of times that are far off."
26012028,26,12,28,"Therefore tell them, Thus says the Lord Yahweh: There shall none of my words be deferred any more, but the word which I shall speak shall be performed, says the Lord Yahweh."
26013001,26,13,1,"The word of Yahweh came to me, saying,"
26013002,26,13,2,"Son of man, prophesy against the prophets of Israel who prophesy, and say you to those who prophesy out of their own heart, Hear you the word of Yahweh:"
26013003,26,13,3,"Thus says the Lord Yahweh, Woe to the foolish prophets, who follow their own spirit, and have seen nothing!"
26013004,26,13,4,"Israel, your prophets have been like foxes in the waste places."
26013005,26,13,5,"You have not gone up into the gaps, neither built up the wall for the house of Israel, to stand in the battle in the day of Yahweh."
26013006,26,13,6,"They have seen falsehood and lying divination, who say, Yahweh says; but Yahweh has not sent them: and they have made men to hope that the word would be confirmed."
26013007,26,13,7,"Haven't you seen a false vision, and haven't you spoken a lying divination, in that you say, Yahweh says; but I have not spoken?"
26013008,26,13,8,"Therefore thus says the Lord Yahweh: Because you have spoken falsehood, and seen lies, therefore, behold, I am against you, says the Lord Yahweh."
26013009,26,13,9,"My hand shall be against the prophets who see false visions, and who divine lies: they shall not be in the council of my people, neither shall they be written in the writing of the house of Israel, neither shall they enter into the land of Israel; and you shall know that I am the Lord Yahweh."
26013010,26,13,10,"Because, even because they have seduced my people, saying, Peace; and there is no peace; and when one builds up a wall, behold, they daub it with whitewash:"
26013011,26,13,11,"tell those who daub it with whitewash, that it shall fall: there shall be an overflowing shower; and you, great hailstones, shall fall; and a stormy wind shall tear it."
26013012,26,13,12,"Behold, when the wall is fallen, shall it not be said to you, Where is the daubing with which you have daubed it?"
26013013,26,13,13,"Therefore thus says the Lord Yahweh: I will even tear it with a stormy wind in my wrath; and there shall be an overflowing shower in my anger, and great hailstones in wrath to consume it."
26013014,26,13,14,"So will I break down the wall that you have daubed with whitewash, and bring it down to the ground, so that the foundation of it shall be uncovered; and it shall fall, and you shall be consumed in the midst of it: and you shall know that I am Yahweh."
